Indicator ID,Dimension List,Timeframe,Numeric Value,Missing Value Flag,Confidence Interval Low,Confidence Interval High,Standard Error,LocaleID,Locale,Locale Level,Locale State FIPS Code,Locale County FIPS Code,Locale County SSA Code,Locale HRR Code,Total,Age,Sex,Race Ethnicity,Income And Poverty Status,Educational Attainment,Health Insurance Status,Sexual Orientation,Marital Status,Family Type,Veteran Status,Country Of Birth,Disability Status,Obesity Status,Characteristic Of School Or Student,Other,Geography,Modifier1,Modifier2,Modifier3,Modifier4,Modifier5,Numerator,Denominator
159027038,"Aged 15-17 years; Hispanic or Latino (Of mother)","2009-2011","27.2",,"25.6","28.9","0.8",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1029","37804"
159027032,"Aged 18-19 years; Hispanic or Latino (Of mother)","2009-2011","90.0",,"86.4","93.7","1.9",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"2360","26212"
159027040,"Aged 15-17 years; White, non-Hispanic (Of mother)","2009-2011","2.9",,"2.6","3.2","0.1",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"427","147497"
159027037,"Aged 18-19 years; White, non-Hispanic (Of mother)","2009-2011","15.3",,"14.5","16.1","0.4",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1448","94858"
159027036,"Aged 15-17 years; Black or African American, non-Hispanic (Of mother)","2009-2011","16.3",,"14.8","17.8","0.8",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"451","27626"
159027039,"Aged 18-19 years; Black or African American, non-Hispanic (Of mother)","2009-2011","56.2",,"52.9","59.5","1.7",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1112","19783"
159027033,"Hispanic or Latino (Of mother)","2009-2011","52.9",,"51.2","54.7","0.9",9,"Connecticut","State","09","9",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"3389","64016"
159027034,"White, non-Hispanic (Of mother)","2009-2011","7.7",,"7.4","8.1","0.2",9,"Connecticut","State","09","9",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1875","242355"
159027035,"Black or African American, non-Hispanic (Of mother)","2009-2011","33.0",,"31.3","34.6","0.8",9,"Connecticut","State","09","9",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1563","47409"
159029399,"Total","2009-2011","15.6",,"14.8","16.4","0.4",409,"Connecticut - Fairfield","County","09","9001",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1448","92571"
159029400,"Aged 15-17 years (Of mother)","2009-2011","7.0",,"6.3","7.7","0.3",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"418","59830"
159029401,"Aged 18-19 years (Of mother)","2009-2011","31.5",,"29.5","33.4","1.0",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1030","32741"
159029402,"Hispanic or Latino (Of mother)","2009-2011","44.3",,"41.3","47.4","1.6",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"801","18069"
159029403,"White, non-Hispanic (Of mother)","2009-2011","3.9",,"3.4","4.4","0.3",409,"Connecticut - Fairfield","County","09","9001",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"226","57765"
159029404,"Black or African American, non-Hispanic (Of mother)","2009-2011","31.6",,"28.6","34.7","1.6",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"411","12999"
159029405,"Total","2009-2011","24.3",,"23.3","25.4","0.5",410,"Connecticut - Hartford","County","09","9003",,,"Total",,,,,,,,,,,,,,,,,,,,,,"2184","89725"
159029406,"Aged 15-17 years (Of mother)","2009-2011","11.5",,"10.6","12.4","0.5",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"637","55377"
159029407,"Aged 18-19 years (Of mother)","2009-2011","45.0",,"42.8","47.3","1.1",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1547","34348"
159029408,"Hispanic or Latino (Of mother)","2009-2011","64.4",,"60.8","68.0","1.8",410,"Connecticut - Hartford","County","09","9003",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1235","19174"
159029409,"White, non-Hispanic (Of mother)","2009-2011","8.4",,"7.7","9.2","0.4",410,"Connecticut - Hartford","County","09","9003",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"440","52122"
159029410,"Black or African American, non-Hispanic (Of mother)","2009-2011","32.8",,"29.9","35.8","1.5",410,"Connecticut - Hartford","County","09","9003",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"490","14919"
159029411,"Total","2009-2011","11.0",,"9.4","12.5","0.8",411,"Connecticut - Litchfield","County","09","9005",,,"Total",,,,,,,,,,,,,,,,,,,,,,"192","17528"
159029412,"Aged 15-17 years (Of mother)","2009-2011","5.8",,"4.5","7.3","0.7",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"69","11983"
159029413,"Aged 18-19 years (Of mother)","2009-2011","22.2",,"18.3","26.1","2.0",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"123","5545"
159029414,"Hispanic or Latino (Of mother)","2009-2011","22.0",,"14.0","33.1","4.6",411,"Connecticut - Litchfield","County","09","9005",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"23","1044"
159029415,"White, non-Hispanic (Of mother)","2009-2011","10.2",,"8.6","11.7","0.8",411,"Connecticut - Litchfield","County","09","9005",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"160","15754"
159029416,"Black or African American, non-Hispanic (Of mother)","2009-2011","DSU","DSU",,,,411,"Connecticut - Litchfield","County","09","9005",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,,
159029417,"Total","2009-2011","10.1",,"8.5","11.7","0.8",412,"Connecticut - Middlesex","County","09","9007",,,"Total",,,,,,,,,,,,,,,,,,,,,,"155","15324"
159029418,"Aged 15-17 years (Of mother)","2009-2011","2.8",,"1.9","4.1","0.5",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"27","9506"
159029419,"Aged 18-19 years (Of mother)","2009-2011","22.0",,"18.2","25.8","1.9",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"128","5818"
159029420,"Hispanic or Latino (Of mother)","2009-2011","28.8",,"19.7","40.7","5.1",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"32","1110"
159029421,"White, non-Hispanic (Of mother)","2009-2011","7.3",,"5.9","9.0","0.8",412,"Connecticut - Middlesex","County","09","9007",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"92","12553"
159029422,"Black or African American, non-Hispanic (Of mother)","2009-2011","27.7",,"18.5","39.7","5.1",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"29","1048"
159029423,"Total","2009-2011","21.5",,"20.5","22.4","0.5",413,"Connecticut - New Haven","County","09","9009",,,"Total",,,,,,,,,,,,,,,,,,,,,,"1975","91960"
159029424,"Aged 15-17 years (Of mother)","2009-2011","10.9",,"10.0","11.8","0.5",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"573","52532"
159029425,"Aged 18-19 years (Of mother)","2009-2011","35.6",,"33.7","37.4","0.9",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1402","39428"
159029426,"Hispanic or Latino (Of mother)","2009-2011","54.7",,"51.4","58.1","1.7",413,"Connecticut - New Haven","County","09","9009",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1008","18414"
159029427,"White, non-Hispanic (Of mother)","2009-2011","7.2",,"6.5","7.9","0.4",413,"Connecticut - New Haven","County","09","9009",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"399","55330"
159029428,"Black or African American, non-Hispanic (Of mother)","2009-2011","37.5",,"34.4","40.6","1.6",413,"Connecticut - New Haven","County","09","9009",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"555","14806"
159029429,"Total","2009-2011","19.5",,"17.8","21.1","0.9",414,"Connecticut - New London","County","09","9011",,,"Total",,,,,,,,,,,,,,,,,,,,,,"521","26772"
159029430,"Aged 15-17 years (Of mother)","2009-2011","6.3",,"5.1","7.5","0.6",414,"Connecticut - New London","County","09","9011",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"104","16495"
159029431,"Aged 18-19 years (Of mother)","2009-2011","40.6",,"36.7","44.5","2.0",414,"Connecticut - New London","County","09","9011",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"417","10277"
159029432,"Hispanic or Latino (Of mother)","2009-2011","45.5",,"38.2","52.8","3.7",414,"Connecticut - New London","County","09","9011",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"148","3254"
159029433,"White, non-Hispanic (Of mother)","2009-2011","14.6",,"12.9","16.3","0.9",414,"Connecticut - New London","County","09","9011",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"294","20141"
159029434,"Black or African American, non-Hispanic (Of mother)","2009-2011","28.3",,"21.5","36.6","3.7",414,"Connecticut - New London","County","09","9011",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"58","2050"
159029435,"Total","2009-2011","6.3",,"5.2","7.4","0.5",415,"Connecticut - Tolland","County","09","9013",,,"Total",,,,,,,,,,,,,,,,,,,,,,"133","21087"
159029436,"Aged 15-17 years (Of mother)","2009-2011","2.5",,"1.5","3.7","0.5",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"21","8567"
159029437,"Aged 18-19 years (Of mother)","2009-2011","8.9",,"7.3","10.6","0.8",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"112","12520"
159029438,"Hispanic or Latino (Of mother)","2009-2011","20.8",,"13.6","30.5","4.1",415,"Connecticut - Tolland","County","09","9013",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"26","1249"
159029439,"White, non-Hispanic (Of mother)","2009-2011","5.4",,"4.3","6.6","0.5",415,"Connecticut - Tolland","County","09","9013",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"96","17888"
159029440,"Black or African American, non-Hispanic (Of mother)","2009-2011","DSU","DSU",,,,415,"Connecticut - Tolland","County","09","9013",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,,
159029441,"Total","2009-2011","22.0",,"19.5","24.6","1.3",416,"Connecticut - Windham","County","09","9015",,,"Total",,,,,,,,,,,,,,,,,,,,,,"291","13211"
159029442,"Aged 15-17 years (Of mother)","2009-2011","10.3",,"8.1","12.9","1.2",416,"Connecticut - Windham","County","09","9015",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"73","7103"
159029443,"Aged 18-19 years (Of mother)","2009-2011","35.7",,"31.0","40.4","2.4",416,"Connecticut - Windham","County","09","9015",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"218","6108"
159029444,"Hispanic or Latino (Of mother)","2009-2011","68.2",,"55.8","80.6","6.3",416,"Connecticut - Windham","County","09","9015",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"116","1702"
159029445,"White, non-Hispanic (Of mother)","2009-2011","15.6",,"13.2","17.9","1.2",416,"Connecticut - Windham","County","09","9015",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"168","10802"
159029446,"Black or African American, non-Hispanic (Of mother)","2009-2011","DSU","DSU",,,,416,"Connecticut - Windham","County","09","9015",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,,
159007559,"Total","2007-2011","20.4",,"20.0","20.7","0.2",9,"Connecticut","State","09","9",,,"Total",,,,,,,,,,,,,,,,,,,,,,"12525","614718"
159007560,"Aged 15-17 years (Of mother)","2007-2011","9.8",,"9.5","10.1","0.2",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"3651","372468"
159007561,"Aged 18-19 years (Of mother)","2007-2011","36.6",,"35.9","37.4","0.4",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"8874","242250"
159007568,"Aged 15-17 years; Hispanic or Latino (Of mother)","2007-2011","31.7",,"30.3","33.1","0.7",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1969","62179"
159007562,"Aged 18-19 years; Hispanic or Latino (Of mother)","2007-2011","97.6",,"94.6","100.6","1.5",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"4074","41751"
159007570,"Aged 15-17 years; White, non-Hispanic (Of mother)","2007-2011","3.3",,"3.0","3.5","0.1",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"816","250044"
159007567,"Aged 18-19 years; White, non-Hispanic (Of mother)","2007-2011","16.8",,"16.2","17.4","0.3",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"2656","158162"
159007566,"Aged 15-17 years; Black or African American, non-Hispanic (Of mother)","2007-2011","18.0",,"16.7","19.2","0.6",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"839","46717"
159007569,"Aged 18-19 years; Black or African American, non-Hispanic (Of mother)","2007-2011","62.8",,"60.1","65.5","1.4",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"2045","32569"
159007563,"Hispanic or Latino (Of mother)","2007-2011","58.1",,"56.7","59.6","0.7",9,"Connecticut","State","09","9",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"6043","103930"
159007564,"White, non-Hispanic (Of mother)","2007-2011","8.5",,"8.2","8.8","0.1",9,"Connecticut","State","09","9",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"3472","408206"
159007565,"Black or African American, non-Hispanic (Of mother)","2007-2011","36.4",,"35.0","37.7","0.7",9,"Connecticut","State","09","9",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"2884","79286"
159009929,"Total","2007-2011","17.1",,"16.5","17.8","0.3",409,"Connecticut - Fairfield","County","09","9001",,,"Total",,,,,,,,,,,,,,,,,,,,,,"2617","152929"
159009930,"Aged 15-17 years (Of mother)","2007-2011","7.8",,"7.3","8.4","0.3",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"780","99385"
159009931,"Aged 18-19 years (Of mother)","2007-2011","34.3",,"32.7","35.9","0.8",409,"Connecticut - Fairfield","County","09","9001",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1837","53544"
159009932,"Hispanic or Latino (Of mother)","2007-2011","49.6",,"47.1","52.2","1.3",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1449","29208"
159009933,"White, non-Hispanic (Of mother)","2007-2011","4.4",,"4.0","4.8","0.2",409,"Connecticut - Fairfield","County","09","9001",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"423","95845"
159009934,"Black or African American, non-Hispanic (Of mother)","2007-2011","33.3",,"30.9","35.8","1.2",409,"Connecticut - Fairfield","County","09","9001",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"726","21784"
159009935,"Total","2007-2011","26.0",,"25.2","26.8","0.4",410,"Connecticut - Hartford","County","09","9003",,,"Total",,,,,,,,,,,,,,,,,,,,,,"3907","150393"
159009936,"Aged 15-17 years (Of mother)","2007-2011","12.7",,"12.0","13.4","0.4",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1188","93473"
159009937,"Aged 18-19 years (Of mother)","2007-2011","47.8",,"46.0","49.6","0.9",410,"Connecticut - Hartford","County","09","9003",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"2719","56920"
159009938,"Hispanic or Latino (Of mother)","2007-2011","69.3",,"66.4","72.2","1.5",410,"Connecticut - Hartford","County","09","9003",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"2180","31457"
159009939,"White, non-Hispanic (Of mother)","2007-2011","8.9",,"8.3","9.6","0.3",410,"Connecticut - Hartford","County","09","9003",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"790","88379"
159009940,"Black or African American, non-Hispanic (Of mother)","2007-2011","36.2",,"33.9","38.6","1.2",410,"Connecticut - Hartford","County","09","9003",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"904","24951"
159009941,"Total","2007-2011","11.8",,"10.6","13.1","0.6",411,"Connecticut - Litchfield","County","09","9005",,,"Total",,,,,,,,,,,,,,,,,,,,,,"350","29614"
159009942,"Aged 15-17 years (Of mother)","2007-2011","5.5",,"4.5","6.5","0.5",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"111","20267"
159009943,"Aged 18-19 years (Of mother)","2007-2011","25.6",,"22.3","28.8","1.7",411,"Connecticut - Litchfield","County","09","9005",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"239","9347"
159009944,"Hispanic or Latino (Of mother)","2007-2011","25.1",,"18.3","33.7","3.8",411,"Connecticut - Litchfield","County","09","9005",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"44","1751"
159009945,"White, non-Hispanic (Of mother)","2007-2011","10.7",,"9.4","11.9","0.6",411,"Connecticut - Litchfield","County","09","9005",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"285","26683"
159009946,"Black or African American, non-Hispanic (Of mother)","2007-2011","DSU","DSU",,,,411,"Connecticut - Litchfield","County","09","9005",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"16","510"
159009947,"Total","2007-2011","10.7",,"9.4","12.0","0.6",412,"Connecticut - Middlesex","County","09","9007",,,"Total",,,,,,,,,,,,,,,,,,,,,,"274","25632"
159009948,"Aged 15-17 years (Of mother)","2007-2011","3.9",,"3.0","5.0","0.5",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"62","16033"
159009949,"Aged 18-19 years (Of mother)","2007-2011","22.1",,"19.1","25.1","1.5",412,"Connecticut - Middlesex","County","09","9007",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"212","9599"
159009950,"Hispanic or Latino (Of mother)","2007-2011","28.3",,"21.1","37.2","4.0",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"51","1801"
159009951,"White, non-Hispanic (Of mother)","2007-2011","8.0",,"6.8","9.2","0.6",412,"Connecticut - Middlesex","County","09","9007",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"169","21066"
159009952,"Black or African American, non-Hispanic (Of mother)","2007-2011","29.1",,"21.7","38.2","4.0",412,"Connecticut - Middlesex","County","09","9007",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"52","1787"
159009953,"Total","2007-2011","23.9",,"23.2","24.7","0.4",413,"Connecticut - New Haven","County","09","9009",,,"Total",,,,,,,,,,,,,,,,,,,,,,"3688","154092"
159009954,"Aged 15-17 years (Of mother)","2007-2011","12.7",,"12.0","13.4","0.4",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"1133","89168"
159009955,"Aged 18-19 years (Of mother)","2007-2011","39.4",,"37.8","40.9","0.8",413,"Connecticut - New Haven","County","09","9009",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"2555","64924"
159009956,"Hispanic or Latino (Of mother)","2007-2011","61.9",,"59.1","64.7","1.4",413,"Connecticut - New Haven","County","09","9009",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"1844","29795"
159009957,"White, non-Hispanic (Of mother)","2007-2011","8.3",,"7.7","8.9","0.3",413,"Connecticut - New Haven","County","09","9009",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"778","93863"
159009958,"Black or African American, non-Hispanic (Of mother)","2007-2011","41.7",,"39.2","44.2","1.3",413,"Connecticut - New Haven","County","09","9009",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"1037","24874"
159009959,"Total","2007-2011","20.7",,"19.3","22.0","0.7",414,"Connecticut - New London","County","09","9011",,,"Total",,,,,,,,,,,,,,,,,,,,,,"928","44887"
159009960,"Aged 15-17 years (Of mother)","2007-2011","6.6",,"5.6","7.5","0.5",414,"Connecticut - New London","County","09","9011",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"183","27772"
159009961,"Aged 18-19 years (Of mother)","2007-2011","43.5",,"40.4","46.7","1.6",414,"Connecticut - New London","County","09","9011",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"745","17115"
159009962,"Hispanic or Latino (Of mother)","2007-2011","46.3",,"40.4","52.1","3.0",414,"Connecticut - New London","County","09","9011",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"240","5188"
159009963,"White, non-Hispanic (Of mother)","2007-2011","15.8",,"14.4","17.1","0.7",414,"Connecticut - New London","County","09","9011",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"539","34172"
159009964,"Black or African American, non-Hispanic (Of mother)","2007-2011","35.8",,"29.4","42.2","3.3",414,"Connecticut - New London","County","09","9011",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"120","3350"
159009965,"Total","2007-2011","6.7",,"5.9","7.6","0.4",415,"Connecticut - Tolland","County","09","9013",,,"Total",,,,,,,,,,,,,,,,,,,,,,"235","34941"
159009966,"Aged 15-17 years (Of mother)","2007-2011","3.3",,"2.4","4.4","0.5",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"47","14333"
159009967,"Aged 18-19 years (Of mother)","2007-2011","9.1",,"7.8","10.4","0.7",415,"Connecticut - Tolland","County","09","9013",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"188","20608"
159009968,"Hispanic or Latino (Of mother)","2007-2011","18.2",,"12.7","25.2","3.0",415,"Connecticut - Tolland","County","09","9013",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"36","1979"
159009969,"White, non-Hispanic (Of mother)","2007-2011","5.8",,"4.9","6.7","0.4",415,"Connecticut - Tolland","County","09","9013",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"173","29847"
159009970,"Black or African American, non-Hispanic (Of mother)","2007-2011","15.4",,"9.5","23.6","3.4",415,"Connecticut - Tolland","County","09","9013",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"21","1363"
159009971,"Total","2007-2011","23.7",,"21.6","25.7","1.0",416,"Connecticut - Windham","County","09","9015",,,"Total",,,,,,,,,,,,,,,,,,,,,,"526","22230"
159009972,"Aged 15-17 years (Of mother)","2007-2011","12.2",,"10.2","14.2","1.0",416,"Connecticut - Windham","County","09","9015",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"147","12037"
159009973,"Aged 18-19 years (Of mother)","2007-2011","37.2",,"33.4","40.9","1.9",416,"Connecticut - Windham","County","09","9015",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"379","10193"
159009974,"Hispanic or Latino (Of mother)","2007-2011","72.3",,"62.3","82.4","5.1",416,"Connecticut - Windham","County","09","9015",,,,,,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"199","2751"
159009975,"White, non-Hispanic (Of mother)","2007-2011","17.2",,"15.3","19.1","1.0",416,"Connecticut - Windham","County","09","9015",,,,,,"White, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,"315","18351"
159009976,"Black or African American, non-Hispanic (Of mother)","2007-2011","DSU","DSU",,,,416,"Connecticut - Windham","County","09","9015",,,,,,"Black or African American, non-Hispanic",,,,,,,,,,,,,,"(Of mother)",,,,,,
158988089,"Total","2005-2011","21.2",,"20.9","21.5","0.2",9,"Connecticut","State","09","9",,,"Total",,,,,,,,,,,,,,,,,,,,,,"18213","857584"
158988090,"Aged 15-17 years (Of mother)","2005-2011","10.5",,"10.2","10.7","0.1",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"5467","522845"
158988091,"Aged 18-19 years (Of mother)","2005-2011","38.1",,"37.4","38.7","0.3",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,,,,,,,,,,,,,,,"(Of mother)",,,,,"12746","334739"
158988098,"Aged 15-17 years; Hispanic or Latino (Of mother)","2005-2011","34.2",,"33.0","35.5","0.6",9,"Connecticut","State","09","9",,,,"Aged 15-17 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"2891","84419"
158988092,"Aged 18-19 years; Hispanic or Latino (Of mother)","2005-2011","101.1",,"98.5","103.7","1.3",9,"Connecticut","State","09","9",,,,"Aged 18-19 years",,"Hispanic or Latino",,,,,,,,,,,,,,"(Of mother)",,,,,"5653","55910"
